'order_no','comment','ctry_code','currency','date','dealerpo','order_type','region','truck_class','apac_serial_model','bill_to_billto_code'
H04253,'',IN,USD,2023-02-08,EMLT/22-23/I0014-22,R,A,3,MPC15,
H04791,'',SG,USD,2023-02-09,HYS2023-001,R,A,2,,5065
H04792,'',SG,USD,2023-02-09,HYS2023-002,R,A,2,,5065
H04793,'',SG,USD,2023-02-09,HYS2023-003,R,A,5,H3.0UT,5065
H04469,'',TW,USD,2023-02-09,YA-23Y003,R,A,2,FBR15SZ,810265
H05193,'',VN,USD,2023-02-13,'0323ST-MICHYG1',R,A,5,H155FT,16315
H05196,'',VN,USD,2023-02-13,'0323ST-MICHYG2',R,A,5,H155FT,16315
H05194,'',VN,USD,2023-02-13,'0423ST-MICHYG1',R,A,5,H5.0FT,16315
H05198,'',VN,USD,2023-02-13,'0423ST-MICHYG2',R,A,5,H5.0FT,16315
H05894,'',ID,USD,2023-02-14,'001',R,A,5,,804105
H05898,'',ID,USD,2023-02-14,'002',R,A,5,,804105
H05895,'',ID,USD,2023-02-14,'003',R,A,5,,804105
H05899,'',ID,USD,2023-02-14,'004',R,A,5,,804105
H05900,'',ID,USD,2023-02-14,'005',R,A,5,,804105
H05896,'',ID,USD,2023-02-14,'006',R,A,5,,804105
H05901,'',ID,USD,2023-02-14,'007',R,A,5,,804105
H05902,'',ID,USD,2023-02-14,'008',R,A,5,,804105
H05903,'',ID,USD,2023-02-14,'009',R,A,5,,804105
H05897,'',ID,USD,2023-02-14,'010',R,A,5,,804105
H05904,'',ID,USD,2023-02-14,'011',R,A,5,,804105
H05905,'',ID,USD,2023-02-14,'012',R,A,5,,804105
H05906,'',ID,USD,2023-02-14,'013',R,A,5,,804105
H05907,'',TH,USD,2023-02-15,TH2023/8444,R,A,3,P1.5UT,6065
H05908,'',TH,USD,2023-02-15,TH2023/8445,R,A,3,P1.5UT,6065
H05909,'',TH,USD,2023-02-15,TH2023/8446,R,A,3,P1.5UT,6065
H05910,'',TH,USD,2023-02-15,TH2023/8447,R,A,3,P1.5UT,6065
H05911,'',TH,USD,2023-02-15,TH2023/8448,R,A,3,P1.5UT,6065
H05912,'',TH,USD,2023-02-15,TH2023/8449,R,A,3,P1.5UT,6065
H05913,'',TH,USD,2023-02-15,TH2023/8450,R,A,3,P1.5UT,6065
H05914,'',TH,USD,2023-02-15,TH2023/8451,R,A,3,P1.5UT,6065
H05915,'',TH,USD,2023-02-15,TH2023/8452,R,A,3,P1.5UT,6065
H05916,'',TH,USD,2023-02-15,TH2023/8453,R,A,3,P1.5UT,6065
H05917,'',TH,USD,2023-02-15,TH2023/8454,R,A,3,P1.5UT,6065
H05918,'',TH,USD,2023-02-15,TH2023/8455,R,A,3,P1.5UT,6065
H05919,'',TH,USD,2023-02-15,TH2023/8456,R,A,3,P1.5UT,6065
H05920,'',TH,USD,2023-02-15,TH2023/8457,R,A,3,P1.5UT,6065
H06758,'',TH,USD,2023-02-18,TH2023/8458,R,A,1,J2.5GX,6065
H06759,'',TH,USD,2023-02-18,TH2023/8459,R,A,1,J2.5GX,6065
H06760,'',TH,USD,2023-02-18,TH2023/8460,R,A,5,H4.0UT,6065
H06761,'',TH,USD,2023-02-18,TH2023/8461,R,A,5,H5.0UT,6065
H06804,'',TH,USD,2023-02-20,TH2023/8462,R,A,2,R1.6 406,6065
H06807,'',TH,USD,2023-02-20,TH2023/8463,R,A,2,R1.6 406,6065
H06810,'',TH,USD,2023-02-20,TH2023/8464,R,A,2,R1.6 406,6065
H06812,'',TH,USD,2023-02-20,TH2023/8465,R,A,2,R1.6 406,6065
H07793,'',PH,USD,2023-02-22,'2023Order#2',R,A,1,J3.5UT,12805
H07794,'',PH,USD,2023-02-22,'2023Order#3',R,A,1,J3.5UT,12805
H07795,'',PH,USD,2023-02-22,'2023Order#4',R,A,1,J3.5UT,12805
H07796,'',PH,USD,2023-02-22,'2023Order#5',R,A,1,J3.5UT,12805
H07797,'',PH,USD,2023-02-22,'2023Order#6',R,A,1,J3.5UT,12805
H07798,'',PH,USD,2023-02-22,'2023Order#7',R,A,1,J3.5UT,12805
H07807,'',SG,USD,2023-02-22,HYS2023-008,R,A,5,,5065
H07810,'',SG,USD,2023-02-22,HYS2023-009,R,A,5,,5065
H07808,'',SG,USD,2023-02-22,HYS2023-010,R,A,5,,5065
H07809,'',SG,USD,2023-02-22,HYS2023-011,R,A,1,J2.5GX,5065
H07811,'',SG,USD,2023-02-22,HYS2023-012,R,A,1,J2.5GX,5065
H07812,'',SG,USD,2023-02-22,HYS2023-013,R,A,1,J2.5GX,5065
H07189,'',TH,USD,2023-02-22,POI2300114,R,A,5,,814065
H07799,'',VN,USD,2023-02-22,Y-U-00823-A1,R,A,1,ERP25UX,17005
H07801,'',VN,USD,2023-02-22,Y-U-00823-A2,R,A,1,ERP25UX,17005
H07802,'',VN,USD,2023-02-22,Y-U-00823-A3,R,A,1,ERP25UX,17005
H07803,'',VN,USD,2023-02-22,Y-U-00823-A4,R,A,1,ERP25UX,17005
H07804,'',VN,USD,2023-02-22,Y-U-00823-A5,R,A,1,ERP25UX,17005
H07805,'',VN,USD,2023-02-22,Y-U-00823-A6,R,A,1,ERP25UX,17005
H07800,'',VN,USD,2023-02-22,Y-U-00823-B1,R,A,1,ERP35UX,17005
H07806,'',VN,USD,2023-02-22,Y-U-00823-B2,R,A,1,ERP35UX,17005
H08066,'',IN,USD,2023-02-24,EMLT/22-23/I0017,R,A,7,KDP35UX,
H08067,'',IN,USD,2023-02-24,EMLT/22-23/I0018,R,A,2,FBR15SZ,
H08060,'',TH,USD,2023-02-24,POI2300129,R,A,3,MP20XUX,814065
H08774,'',MY,USD,2023-02-26,PK/6108/23,R,A,5,GP30UX,806565
H08776,'',MY,USD,2023-02-26,PK/6109/23,R,A,5,GP30UX,806565
H08777,'',MY,USD,2023-02-26,PK/6110/23,R,A,5,GP30UX,806565
H08778,'',MY,USD,2023-02-26,PK/6111/23,R,A,5,GP30UX,806565
H08779,'',MY,USD,2023-02-26,PK/6112/23,R,A,5,GP30UX,806565
H08780,'',MY,USD,2023-02-26,PK/6113/23,R,A,5,GP30UX,806565
H08781,'',MY,USD,2023-02-26,PK/6114/23,R,A,5,GP30UX,806565
H08782,'',MY,USD,2023-02-26,PK/6115/23,R,A,5,GP30UX,806565
H08783,'',MY,USD,2023-02-26,PK/6116/23,R,A,5,GP30UX,806565
H08784,'',MY,USD,2023-02-26,PK/6117/23,R,A,5,GP30UX,806565
H08785,'',MY,USD,2023-02-26,PK/6118/23,R,A,5,GP30UX,806565
H08786,'',MY,USD,2023-02-26,PK/6119/23,R,A,5,GP30UX,806565
H08787,'',MY,USD,2023-02-26,PK/6120/23,R,A,5,GP30UX,806565
H08775,'',MY,USD,2023-02-26,PK/6121/23,R,A,5,GP25UX,806565
H08788,'',MY,USD,2023-02-26,PK/6122/23,R,A,5,GP25UX,806565
H09330,'',KR,USD,2023-02-27,'23003YKT0228',R,A,2,MTC13,816405
H09331,'',KR,USD,2023-02-27,'23019HKT0228',R,A,2,,81645
H09332,'',KR,USD,2023-02-27,'23020HKT0228',R,A,2,,81645
H08833,'',IN,USD,2023-02-27,EMLT/22-23/I0019,R,A,3,MP20XUX,
H08834,'',IN,USD,2023-02-27,EMLT/22-23/I0019-02,R,A,3,MP20XUX,
H08835,'',IN,USD,2023-02-27,EMLT/22-23/I0019-03,R,A,3,MP20XUX,
H08836,'',IN,USD,2023-02-27,EMLT/22-23/I0019-04,R,A,3,MP20XUX,
H08837,'',IN,USD,2023-02-27,EMLT/22-23/I0019-05,R,A,3,MP20XUX,
H08838,'',IN,USD,2023-02-27,EMLT/22-23/I0019-06,R,A,3,MP20XUX,
H08839,'',IN,USD,2023-02-27,EMLT/22-23/I0019-07,R,A,3,MP20XUX,
H08840,'',IN,USD,2023-02-27,EMLT/22-23/I0019-08,R,A,3,MP20XUX,
H08841,'',IN,USD,2023-02-27,EMLT/22-23/I0019-09,R,A,3,MP20XUX,
H08842,'',IN,USD,2023-02-27,EMLT/22-23/I0019-10,R,A,3,MP20XUX,
H08843,'',IN,USD,2023-02-27,EMLT/22-23/I0019-11,R,A,3,MP20XUX,
H08844,'',IN,USD,2023-02-27,EMLT/22-23/I0019-12,R,A,3,MP20XUX,
H08845,'',IN,USD,2023-02-27,EMLT/22-23/I0019-13,R,A,3,MP20XUX,
H08846,'',IN,USD,2023-02-27,EMLT/22-23/I0019-14,R,A,3,MP20XUX,
H08847,'',IN,USD,2023-02-27,EMLT/22-23/I0019-15,R,A,3,MP20XUX,
H08848,'',IN,USD,2023-02-27,EMLT/22-23/I0019-16,R,A,3,MP20XUX,
H08849,'',IN,USD,2023-02-27,EMLT/22-23/I0019-17,R,A,3,MP20XUX,
H08850,'',IN,USD,2023-02-27,EMLT/22-23/I0019-18,R,A,3,MP20XUX,
H08851,'',IN,USD,2023-02-27,EMLT/22-23/I0019-19,R,A,3,MP20XUX,
H08852,'',IN,USD,2023-02-27,EMLT/22-23/I0019-20,R,A,3,MP20XUX,
H08853,'',IN,USD,2023-02-27,EMLT/22-23/I0019-21,R,A,3,MP20XUX,
H08854,'',IN,USD,2023-02-27,EMLT/22-23/I0019-22,R,A,3,MP20XUX,
H08855,'',IN,USD,2023-02-27,EMLT/22-23/I0019-23,R,A,3,MP20XUX,
H08856,'',IN,USD,2023-02-27,EMLT/22-23/I0019-24,R,A,3,MP20XUX,
H08857,'',IN,USD,2023-02-27,EMLT/22-23/I0019-25,R,A,3,MP20XUX,
H08858,'',IN,USD,2023-02-27,EMLT/22-23/I0019-26,R,A,3,MP20XUX,
H08789,'',TH,USD,2023-02-27,POI2300132,R,A,5,GP25UX,814065
H08793,'',TH,USD,2023-02-27,POI2300133,R,A,5,GP25UX,814065
H08791,'',TH,USD,2023-02-27,POI2300134,R,A,5,GP25UX,814065
H08795,'',TH,USD,2023-02-27,POI2300135,R,A,5,GP25UX,814065
H08790,'',TH,USD,2023-02-27,POI2300136,R,A,5,GP30UX,814065
H08794,'',TH,USD,2023-02-27,POI2300137,R,A,5,GP30UX,814065
H08792,'',TH,USD,2023-02-27,POI2300138,R,A,5,GP30UX,814065
H08796,'',TH,USD,2023-02-27,POI2300139,R,A,5,GP30UX,814065
H10253,'',ID,USD,2023-02-28,'014/YALE-PO/FEB/2023',R,A,1,ERP30UX,804105
H10255,'',ID,USD,2023-02-28,'015/YALE-PO/FEB/2023',R,A,1,ERP30UX,804105
H10254,'',ID,USD,2023-02-28,'016/YALE-PO/FEB/2023',R,A,1,ERP35UX,804105
H10256,'',ID,USD,2023-02-28,'017/YALE-PO/FEB/2023',R,A,1,ERP35UX,804105
H09358,'',VN,USD,2023-02-28,'0523ST-MICHYG1',R,A,3,P2.0UTS,16315
H09359,'',VN,USD,2023-02-28,'0523ST-MICHYG2',R,A,3,P2.0UTS,16315
H09360,'',VN,USD,2023-02-28,'0523ST-MICHYG3',R,A,3,P2.0UTS,16315
H09361,'',VN,USD,2023-02-28,'0523ST-MICHYG4',R,A,3,P2.0UTS,16315
H02927,'',NZ,USD,2023-02-01,'8837',R,P,5,,80065
H02928,'',NZ,USD,2023-02-01,'8838',R,P,5,,80065
H02864,'',AU,AUD,2023-02-01,'935314/001',R,P,5,H3.5UT,87585
H02865,'',AU,AUD,2023-02-01,'935315/001',R,P,2,R1.6N,87585
H03891,'',AU,AUD,2023-02-05,'935439/001',R,P,4,GC155VX,87805
H03892,'',AU,AUD,2023-02-05,'935439/002',R,P,4,GC155VX,87805
H03883,'',AU,AUD,2023-02-05,'937007/001',R,P,3,MP20KUX,87705
H03884,'',AU,AUD,2023-02-05,'937007/002',R,P,3,MP20KUX,87705
H03880,'',AU,AUD,2023-02-05,'937138/001',R,P,3,W80Z,87565
H03881,'',AU,AUD,2023-02-05,'937138/002',R,P,3,W80Z,87565
H03882,'',AU,AUD,2023-02-05,'937138/003',R,P,3,W80Z,87565
H03885,'',NC,USD,2023-02-05,OA4013702-10,R,P,5,H2.5UT,83065
H03886,'',NC,USD,2023-02-05,OA4013702-20,R,P,5,,83065
H03887,'',NC,USD,2023-02-05,OA4013702-30,R,P,5,H2.5UT,83065
H03888,'',NC,USD,2023-02-05,OA4013702-40,R,P,5,H2.5UT,83065
H03889,'',NC,USD,2023-02-05,OA4013702-50,R,P,5,H2.5UT,83065
H03890,'',NC,USD,2023-02-05,OA4013702-60,R,P,5,,83065
H04028,'',AU,AUD,2023-02-06,'937416/001',R,P,5,H25XD12,87595
H04161,'',PF,USD,2023-02-07,HTVI2231,R,P,5,RS 45-27 CH,84065
H04460,'',AU,AUD,2023-02-08,'50391',R,P,1,,801465
H04468,'',AU,AUD,2023-02-08,'937830/001',R,P,5,H32XD12,87585
H05889,'',PG,USD,2023-02-14,'0200',R,P,2,R1.6 406,82075
H05890,'',PG,USD,2023-02-14,'0200-A',R,P,2,R1.6 406,82075
H06155,'',NZ,USD,2023-02-15,N3043,R,P,5,GP45SVX5,862065
H06514,'',NZ,USD,2023-02-16,C1544,R,P,5,GP50UX,862065
H06516,'',NZ,USD,2023-02-16,C1545,R,P,5,GP50UX,862065
H06517,'',NZ,USD,2023-02-16,C1546,R,P,5,GP50UX,862065
H06515,'',NZ,USD,2023-02-16,C1547,R,P,5,GP50UX,862065
H07173,'',NC,USD,2023-02-21,OA4013712,R,P,5,,83065
H07174,'',NC,USD,2023-02-21,OA4013712-10,R,P,5,,83065
H07175,'',NC,USD,2023-02-21,OA4013712-20,R,P,5,,83065
H07176,'',NC,USD,2023-02-21,OA4013712-30,R,P,5,,83065
H07539,'',PG,USD,2023-02-22,'0200-A1',R,P,5,RS 45-31 CH,82075
H07540,'',PG,USD,2023-02-22,'0200-A2',R,P,5,RS 45-31 CH,82075
H07784,'',NZ,USD,2023-02-22,C1548,R,P,5,GP35UX,862065
H07786,'',NZ,USD,2023-02-22,C1549,R,P,5,GP35UX,862065
H07788,'',NZ,USD,2023-02-22,C1550,R,P,5,GP35UX,862065
H07785,'',NZ,USD,2023-02-22,C1551,R,P,5,GP35UX,862065
H07790,'',NZ,USD,2023-02-22,C1552,R,P,5,GP35UX,862065
H07791,'',NZ,USD,2023-02-22,C1553,R,P,5,GP35UX,862065
H07817,'',AU,AUD,2023-02-22,STOCKMAR23-5,R,P,5,GP35UX,
H07822,'',AU,AUD,2023-02-22,STOCKMAR23-6,R,P,5,GP35UX,
H07823,'',AU,AUD,2023-02-22,STOCKMAR23-7,R,P,5,GP35UX,
H07824,'',AU,AUD,2023-02-22,STOCKMAR23-8,R,P,5,GP35UX,
H07818,'',AU,AUD,2023-02-22,STOCKMAR23-9,R,P,5,GP30UX,
H07825,'',AU,AUD,2023-02-22,STOCKMAR23-10,R,P,5,GP30UX,
H07826,'',AU,AUD,2023-02-22,STOCKMAR23-11,R,P,5,GP30UX,
H07827,'',AU,AUD,2023-02-22,STOCKMAR23-12,R,P,5,GP30UX,
H07819,'',AU,AUD,2023-02-22,STOCKMAR23-13,R,P,5,GP25UX,
H07828,'',AU,AUD,2023-02-22,STOCKMAR23-14,R,P,5,GP25UX,
H07829,'',AU,AUD,2023-02-22,STOCKMAR23-15,R,P,5,GP25UX,
H07830,'',AU,AUD,2023-02-22,STOCKMAR23-16,R,P,5,GP25UX,
H07820,'',AU,AUD,2023-02-22,STOCKMAR23-17,R,P,2,MR16 961,
H07831,'',AU,AUD,2023-02-22,STOCKMAR23-18,R,P,2,MR16 961,
H07821,'',AU,AUD,2023-02-22,STOCKMAR23-19,R,P,5,GP70UX6,
H08054,'',AU,AUD,2023-02-23,'939770/001',R,P,5,GP70UX6,87805
H08053,'',AU,AUD,2023-02-23,'940343/001',R,P,5,,87575
H08756,'',AU,AUD,2023-02-26,'102247',R,P,5,GP25UX,53665
H08759,'',AU,AUD,2023-02-26,'102248',R,P,5,GP25UX,53665
H08757,'',AU,AUD,2023-02-26,'102249',R,P,5,GP30UX,53665
H08758,'',AU,AUD,2023-02-26,'102250',R,P,5,GP30UX,53665
H08760,'',AU,AUD,2023-02-26,'102251',R,P,5,GP30UX,53665
H08761,'',AU,AUD,2023-02-26,'50530',R,P,5,GP50UX,801465
H08762,'',AU,AUD,2023-02-26,'50531',R,P,5,,801465
H08769,'',AU,AUD,2023-02-26,'50532',R,P,5,,801465
H08763,'',AU,AUD,2023-02-26,'50533',R,P,5,,801465
H08764,'',AU,AUD,2023-02-26,'50534',R,P,5,GP25UX,801465
H08770,'',AU,AUD,2023-02-26,'50535',R,P,5,GP25UX,801465
H08771,'',AU,AUD,2023-02-26,'50536',R,P,5,GP25UX,801465
H08772,'',AU,AUD,2023-02-26,'50537',R,P,5,GP25UX,801465
H08765,'',AU,AUD,2023-02-26,'50538',R,P,5,GP35UX,801465
H08766,'',AU,AUD,2023-02-26,'50540',R,P,1,ERP20UXT,801465
H08767,'',AU,AUD,2023-02-26,'50541',R,P,5,,801465
H08768,'',AU,AUD,2023-02-26,'50542',R,P,5,,801465
H08773,'',AU,AUD,2023-02-26,'940544/001',R,P,5,H155FT,87575
H09338,'',AU,AUD,2023-02-27,'940751/001',R,P,5,H5.0FT,87575
H09336,'',AU,AUD,2023-02-27,'940751/002',R,P,1,J5.0XN6,87575
H09339,'',AU,AUD,2023-02-27,'940751/003',R,P,5,H5.0FT,87575
H09340,'',AU,AUD,2023-02-27,'940751/004',R,P,5,H5.0FT,87575
H09337,'',AU,AUD,2023-02-27,'940751/005',R,P,1,J4.0XN,87575
H09342,'',AU,AUD,2023-02-27,'940753/001',R,P,5,H5.0FT,87595
H09343,'',AU,AUD,2023-02-27,'940753/002',R,P,5,H5.0FT,87595
H09344,'',AU,AUD,2023-02-27,'940753/003',R,P,5,H5.0FT,87595
H09345,'',AU,AUD,2023-02-27,'940753/004',R,P,5,H5.0FT,87595
H09333,'',AU,AUD,2023-02-27,'940754/001',R,P,1,J5.0XN6,87595
H09334,'',AU,AUD,2023-02-27,'940754/002',R,P,1,J5.0XN6,87595
H09335,'',AU,AUD,2023-02-27,'940754/003',R,P,1,J5.0XN6,87595
H09341,'',AU,AUD,2023-02-27,'940756/001',R,P,1,J5.0XN6,87585
H09310,'',NZ,USD,2023-02-27,A1028,R,P,5,GP25UX,862065
H09315,'',NZ,USD,2023-02-27,A1029,R,P,5,GP25UX,862065
H09316,'',NZ,USD,2023-02-27,A1030,R,P,5,GP25UX,862065
H09317,'',NZ,USD,2023-02-27,A1031,R,P,5,GP25UX,862065
H09318,'',NZ,USD,2023-02-27,A1032,R,P,5,GP25UX,862065
H09319,'',NZ,USD,2023-02-27,A1033,R,P,5,GP25UX,862065
H09320,'',NZ,USD,2023-02-27,A1034,R,P,5,GP25UX,862065
H09321,'',NZ,USD,2023-02-27,A1035,R,P,5,GP25UX,862065
H09322,'',NZ,USD,2023-02-27,A1036,R,P,5,GP25UX,862065
H09323,'',NZ,USD,2023-02-27,A1037,R,P,5,GP25UX,862065
H09311,'',NZ,USD,2023-02-27,A1039,R,P,5,GP25UX,862065
H09324,'',NZ,USD,2023-02-27,A1039,R,P,5,GP25UX,862065
H09312,'',NZ,USD,2023-02-27,A1040,R,P,5,GP30UX,862065
H09325,'',NZ,USD,2023-02-27,A1041,R,P,5,GP30UX,862065
H09313,'',NZ,USD,2023-02-27,A1042,R,P,5,GP50UX,862065
H09326,'',NZ,USD,2023-02-27,A1043,R,P,5,GP50UX,862065
H09314,'',NZ,USD,2023-02-27,A1044,R,P,5,GP50UX,862065
H09291,'',NZ,USD,2023-02-27,A1045,R,P,2,MR16 961,862065
H09295,'',NZ,USD,2023-02-27,A1046,R,P,2,MR16 961,862065
H09296,'',NZ,USD,2023-02-27,A1047,R,P,2,MR16 961,862065
H09297,'',NZ,USD,2023-02-27,A1048,R,P,2,MR16 961,862065
H09298,'',NZ,USD,2023-02-27,A1049,R,P,2,MR16 961,862065
H09299,'',NZ,USD,2023-02-27,A1050,R,P,2,MR16 961,862065
H09292,'',NZ,USD,2023-02-27,A1051,R,P,2,NDR035EC,862065
H09300,'',NZ,USD,2023-02-27,A1052,R,P,2,NDR035EC,862065
H09301,'',NZ,USD,2023-02-27,A1053,R,P,2,NDR035EC,862065
H09302,'',NZ,USD,2023-02-27,A1054,R,P,2,NDR035EC,862065
H09303,'',NZ,USD,2023-02-27,A1055,R,P,2,NDR035EC,862065
H09304,'',NZ,USD,2023-02-27,A1056,R,P,2,NDR035EC,862065
H09294,'',NZ,USD,2023-02-27,A1066,R,P,2,OS030BF,862065
H09308,'',NZ,USD,2023-02-27,A1067,R,P,2,OS030BF,862065
H09293,'',NZ,USD,2023-02-27,A1068,R,P,2,OS030BF,862065
H09305,'',NZ,USD,2023-02-27,A1068,R,P,2,OS030BF,862065
H09306,'',NZ,USD,2023-02-27,A1070,R,P,2,OS030BF,862065
H09307,'',NZ,USD,2023-02-27,A1071,R,P,2,OS030BF,862065
H10272,'',NZ,USD,2023-02-28,'8839 8840',R,P,1,J2.5XN,80065
H10273,'',NZ,USD,2023-02-28,'8840',R,P,1,J2.5XN,80065
H10271,'',AU,AUD,2023-02-28,'94033/001',R,P,5,GP50UX,87805
H10220,'',AU,AUD,2023-02-28,'940678/001',R,P,5,H10XD-ECD8,87575
H10223,'',AU,AUD,2023-02-28,'940678/002',R,P,5,H10XD-ECD8,87575
H10224,'',AU,AUD,2023-02-28,'940678/003',R,P,5,H10XD-ECD8,87575
H10225,'',AU,AUD,2023-02-28,'940678/004',R,P,5,H10XD-ECD8,87575
H10226,'',AU,AUD,2023-02-28,'940678/005',R,P,5,H10XD-ECD8,87575
H10227,'',AU,AUD,2023-02-28,'940678/006',R,P,5,H10XD-ECD8,87575
H10228,'',AU,AUD,2023-02-28,'940678/007',R,P,5,H10XD-ECD8,87575
H10221,'',AU,AUD,2023-02-28,'940678/008',R,P,5,RS 45-31 CH,87575
H10222,'',AU,AUD,2023-02-28,'940678/009',R,P,5,H52XD-CH,87575
H09409,'',AU,AUD,2023-02-28,'940757/001',R,P,1,J5.0XN6,87565
H09410,'',AU,AUD,2023-02-28,'940757/001',R,P,1,J5.0XN6,87565
H09411,'',AU,AUD,2023-02-28,'940757/003',R,P,5,H5.0FT,87565
H09412,'',AU,AUD,2023-02-28,'940757/003',R,P,5,H5.0FT,87565
H09406,'',AU,AUD,2023-02-28,'940757/005',R,P,1,J5.0XN6,87565
H09407,'',AU,AUD,2023-02-28,'940757/005',R,P,1,J5.0XN6,87565
H09408,'',AU,AUD,2023-02-28,'940757/005',R,P,1,J5.0XN6,87565
H09873,'',NZ,USD,2023-02-28,A1001,R,P,5,,862065
H09881,'',NZ,USD,2023-02-28,A1002,R,P,5,,862065
H09883,'',NZ,USD,2023-02-28,A1003,R,P,5,,862065
H09885,'',NZ,USD,2023-02-28,A1004,R,P,5,,862065
H09887,'',NZ,USD,2023-02-28,A1005,R,P,5,,862065
H09889,'',NZ,USD,2023-02-28,A1006,R,P,5,,862065
H09875,'',NZ,USD,2023-02-28,A1007,R,P,5,,862065
H09891,'',NZ,USD,2023-02-28,A1008,R,P,5,,862065
H09892,'',NZ,USD,2023-02-28,A1009,R,P,5,,862065
H09893,'',NZ,USD,2023-02-28,A1010,R,P,5,,862065
H09894,'',NZ,USD,2023-02-28,A1011,R,P,5,,862065
H09895,'',NZ,USD,2023-02-28,A1012,R,P,5,,862065
H09896,'',NZ,USD,2023-02-28,A1013,R,P,5,,862065
H09897,'',NZ,USD,2023-02-28,A1014,R,P,5,,862065
H09877,'',NZ,USD,2023-02-28,A1015,R,P,5,,862065
H09898,'',NZ,USD,2023-02-28,A1016,R,P,5,,862065
H09899,'',NZ,USD,2023-02-28,A1017,R,P,5,,862065
H09900,'',NZ,USD,2023-02-28,A1018,R,P,5,,862065
H09901,'',NZ,USD,2023-02-28,A1019,R,P,5,,862065
H09902,'',NZ,USD,2023-02-28,A1020,R,P,5,,862065
H09903,'',NZ,USD,2023-02-28,A1021,R,P,5,,862065
H09904,'',NZ,USD,2023-02-28,A1022,R,P,5,,862065
H09879,'',NZ,USD,2023-02-28,A1023,R,P,5,,862065
H09905,'',NZ,USD,2023-02-28,A1024,R,P,5,,862065
H09906,'',NZ,USD,2023-02-28,A1025,R,P,5,,862065
H09907,'',NZ,USD,2023-02-28,A1026,R,P,5,,862065
H09908,'',NZ,USD,2023-02-28,A1027,R,P,5,,862065
H09918,'',NZ,USD,2023-02-28,A1057,R,P,3,MO25,862065
H09920,'',NZ,USD,2023-02-28,A1058,R,P,3,MO25,862065
H09921,'',NZ,USD,2023-02-28,A1059,R,P,3,MO25,862065
H09922,'',NZ,USD,2023-02-28,A1060,R,P,3,MO25,862065
H09923,'',NZ,USD,2023-02-28,A1061,R,P,3,MO25,862065
H09924,'',NZ,USD,2023-02-28,A1062,R,P,3,MO25,862065
H09925,'',NZ,USD,2023-02-28,A1063,R,P,3,MO25,862065
H09919,'',NZ,USD,2023-02-28,A1064,R,P,3,MO25,862065
H09926,'',NZ,USD,2023-02-28,A1065,R,P,3,MO25,862065
F87600,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-08,R,A,3,MPC15,
F87601,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-09,R,A,3,MPC15,
F87602,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-10,R,A,3,MPC15,
F87603,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-11,R,A,3,MPC15,
F87604,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-12,R,A,3,MPC15,
F87605,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-13,R,A,3,MPC15,
F87606,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-14,R,A,3,MPC15,
F87607,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-15,R,A,3,MPC15,
F87608,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-16,R,A,3,MPC15,
F87609,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-17,R,A,3,MPC15,
F87610,'',IN,USD,2022-12-27,EMLT/22-23/I00 4-18,R,A,3,MPC15,
F87563,'',IN,USD,2022-12-27,EMLT/22-23/I00 5,R,A,3,MPC15,
F87564,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-02,R,A,3,MPC15,
F87565,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-03,R,A,3,MPC15,
F87566,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-04,R,A,3,MPC15,
F87567,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-05,R,A,3,MPC15,
F87568,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-06,R,A,3,MPC15,
F87569,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-07,R,A,3,MPC15,
F87570,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-08,R,A,3,MPC15,
F87571,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-09,R,A,3,MPC15,
F87572,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-10,R,A,3,MPC15,
F87573,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-11,R,A,3,MPC15,
F87574,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-12,R,A,3,MPC15,
F87575,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-13,R,A,3,MPC15,
F87576,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-14,R,A,3,MPC15,
F87577,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-15,R,A,3,MPC15,
F87578,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-16,R,A,3,MPC15,
F87579,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-17,R,A,3,MPC15,
F87580,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-18,R,A,3,MPC15,
F87581,'',IN,USD,2022-12-27,EMLT/22-23/I00 5-19,R,A,3,MPC15,
