'order_no','aopmargin_percentage','series','bill_to','comment','ctry_code','currency','date','dealer_name','dealer_net','dealer_net_after_sur_charge','dealerpo','margin_after_sur_charge','margin_percentage_after_sur_charge','model','order_type','quantity','region','total_cost','truck_class','product_dimension'
H12634,0.0,A3D4,'814065','',TH,,2023-03-12,JENBUNJERD CO LTD,843.2,843.2,POI2300185,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12633,0.0,A3D4,'814065','',TH,,2023-03-12,JENBUNJERD CO LTD,843.2,843.2,POI2300184,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12632,0.0,A3D4,'814065','',TH,,2023-03-12,JENBUNJERD CO LTD,843.2,843.2,POI2300183,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12631,0.0,A3D4,'814065','',TH,,2023-03-12,JENBUNJERD CO LTD,843.2,843.2,POI2300182,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12408,0.0,D871,'808045','',PH,,2023-03-10,TAGANITO HPAL NICKEL,45158.54999999999,45158.54999999999,TRK-2098-23C,5870.611499999999,0.13,GP35MX,R,1,1,39287.93849999999,'5',188
H12407,0.0,D871,'808045','',PH,,2023-03-10,TAGANITO HPAL NICKEL,45158.54999999999,45158.54999999999,TRK-2098-23B,5870.611499999999,0.13,GP35MX,R,1,1,39287.93849999999,'5',188
H12406,0.0,D871,'808045','',PH,,2023-03-10,TAGANITO HPAL NICKEL,45158.54999999999,45158.54999999999,TRK-2098-23A,5870.611499999999,0.13,GP35MX,R,1,1,39287.93849999999,'5',188
H12405,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,843.2,843.2,POI2300172,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12404,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,843.2,843.2,POI2300171,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12403,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,843.2,843.2,POI2300170,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12402,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300168,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H12401,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300167,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H12400,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300166,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H12399,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300165,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H12398,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300164,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H12397,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300163,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H12396,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300162,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H12395,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,843.2,843.2,POI2300169,177.072,0.21,MPC15,R,1,1,666.128,'3',268
H12394,0.0,A3D4,'814065','',TH,,2023-03-09,JENBUNJERD CO LTD,979.2,979.2,POI2300161,194.8608,0.199,MPC15,R,1,1,784.3392,'3',268
H11849,0.0,E264,'006065','',TH,,2023-03-09,'DILOK AND SONS CO.,LTD.',44629.6,44629.6,TH2023/8485,2831.4541176720177,0.06344341239159701,N35ZDR3,R,1,1,41798.14588232798,'2',34
H11848,0.0,A7S4,'806565','',MY,,2023-03-09,PRESTAR MARKETING SDN BHD,25584.399999999998,25584.399999999998,PK/6126/23,4502.854399999999,0.176,ERP30UX,R,1,1,21081.545599999998,'1',264
H11847,0.0,A7S4,'806565','',MY,,2023-03-09,PRESTAR MARKETING SDN BHD,25584.399999999998,25584.399999999998,PK/6125/23,4502.854399999999,0.176,ERP30UX,R,1,1,21081.545599999998,'1',264
H11845,0.0,A7S4,'806565','',MY,,2023-03-09,PRESTAR MARKETING SDN BHD,20683.2,20683.2,PK/6124/23,3412.728,0.165,ERP25UX,R,1,1,17270.472,'1',264
H11844,0.0,A7S4,'806565','',MY,,2023-03-09,PRESTAR MARKETING SDN BHD,20683.2,20683.2,PK/6123/23,3412.728,0.165,ERP25UX,R,1,1,17270.472,'1',264
H11840,0.0,A3C4,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,15094.400000000001,15094.400000000001,'2023Order#18',1796.2336,0.119,J3.5UT,R,1,1,13298.166400000002,'1',263
H11839,0.0,A3C4,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,15094.400000000001,15094.400000000001,'2023Order#17',1796.2336,0.119,J3.5UT,R,1,1,13298.166400000002,'1',263
H11838,0.0,A3C4,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,15094.400000000001,15094.400000000001,'2023Order#16',1796.2336,0.119,J3.5UT,R,1,1,13298.166400000002,'1',263
H11837,0.0,A3C4,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,15094.400000000001,15094.400000000001,'2023Order#15',1796.2336,0.119,J3.5UT,R,1,1,13298.166400000002,'1',263
H11836,0.0,A3C4,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,15094.400000000001,15094.400000000001,'2023Order#14',1796.2336,0.119,J3.5UT,R,1,1,13298.166400000002,'1',263
H11835,0.0,A3C4,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,15094.400000000001,15094.400000000001,'2023Order#13',1796.2336,0.119,J3.5UT,R,1,1,13298.166400000002,'1',263
H11834,0.0,A3C4,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,15094.400000000001,15094.400000000001,'2023Order#12',1796.2336,0.119,J3.5UT,R,1,1,13298.166400000002,'1',263
H11819,0.0,A3B8,'012805','',PH,,2023-03-08,HYSTER FORKLIFT,22328.0,22328.0,'2023Order#11',7033.32,0.315,F3.5UT4,R,1,1,15294.68,'7',283
H11359,0.0,C881,'017005','',VN,,2023-03-08,'KY LUC CO., LTD',27931.0,27931.0,Y-U-01023,4105.857,0.147,FB25RZ,R,1,1,23825.143,'1',1
H11190,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-10,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11189,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-9,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11188,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-8,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11187,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-7,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11186,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-6,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11185,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-5,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11184,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-4,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11183,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-3,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11182,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-2,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H11181,0.0,A7R1,'017005','',VN,,2023-03-07,'KY LUC CO., LTD',4980.2,4980.2,Y-U-00923-1,1972.1592,0.396,MP20XUX,R,1,1,3008.0407999999998,'3',252
H10849,0.0,E264,'005065','',SG,,2023-03-05,HYSTER-YALE LIFT TRUCKS,34982.7,34982.7,HYS2023-005,3526.846479054968,0.10081687459958688,N35ZR3,R,1,1,31455.853520945027,'2',34
H10848,0.0,C455,'005065','',SG,,2023-03-05,HYSTER-YALE LIFT TRUCKS,26077.55,26077.55,HYS2023-007,7428.753840549842,0.2848716171783715,W30ZR,R,1,1,18648.796159450158,'3',93
H10847,0.0,C225,'005065','',SG,,2023-03-05,HYSTER-YALE LIFT TRUCKS,21763.300000000003,21763.300000000003,HYS2023-006,3373.3115000000003,0.155,J1.8GX,R,1,1,18389.988500000003,'1',3
H10846,0.0,E264,'005065','',SG,,2023-03-05,HYSTER-YALE LIFT TRUCKS,34982.7,34982.7,HYS2023-004,3526.846479054968,0.10081687459958688,N35ZR3,R,1,1,31455.853520945027,'2',34
H10844,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8484,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10843,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8483,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10842,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8482,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10841,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8481,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10840,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8480,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10839,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8479,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10838,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8478,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10837,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8477,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10836,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8476,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10835,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8475,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10834,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8474,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10833,0.0,A3B1,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',7513.5,7513.5,TH2023/8473,3501.291,0.466,P2.0UTS,R,1,1,4012.209,'3',244
H10832,0.0,A3C4,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',25371.6,25371.6,TH2023/8472,4160.9424,0.164,J3.0UT,R,1,1,21210.6576,'1',263
H10831,0.0,A3C4,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',25371.6,25371.6,TH2023/8471,4160.9424,0.164,J3.0UT,R,1,1,21210.6576,'1',263
H10830,0.0,A3C4,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',25371.6,25371.6,TH2023/8470,4160.9424,0.164,J3.0UT,R,1,1,21210.6576,'1',263
H10829,0.0,A3C4,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',25371.6,25371.6,TH2023/8469,4160.9424,0.164,J3.0UT,R,1,1,21210.6576,'1',263
H10828,0.0,A3C4,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',25371.6,25371.6,TH2023/8468,4160.9424,0.164,J3.0UT,R,1,1,21210.6576,'1',263
H10827,0.0,A3C4,'006065','',TH,,2023-03-03,'DILOK AND SONS CO.,LTD.',25371.6,25371.6,TH2023/8467,4160.9424,0.164,J3.0UT,R,1,1,21210.6576,'1',263
H10470,0.0,E264,'001255','',TH,,2023-03-02,'DILOK AND SONS CO.,LTD.',39699.700000000004,39699.700000000004,ID2023/1644,4710.958895898613,0.11866484874945182,N35ZDR3,R,1,1,34988.74110410139,'2',34
H10396,0.0,A3C6,'006065','',TH,,2023-03-02,'DILOK AND SONS CO.,LTD.',22902.756,22902.756,TH2023/8466,4855.384272,0.212,H5.0UT,R,1,1,18047.371728000002,'5',279
H10393,0.0,C224,'810265','',TW,,2023-03-01,TA YIH MATERIALS HANDLING,17680.15,17680.15,YA-23Y004,3447.6292500000004,0.195,FBR25SZ,R,1,1,14232.520750000001,'2',33
H10392,0.0,D466,'012805','',PH,,2023-03-01,HYSTER FORKLIFT,19344.125,19344.125,'2023Order#10',2688.833375,0.139,H3.0XT,R,1,1,16655.291624999998,'5',187
H10391,0.0,D466,'012805','',PH,,2023-03-01,HYSTER FORKLIFT,19344.125,19344.125,'2023Order#9',2688.833375,0.139,H3.0XT,R,1,1,16655.291624999998,'5',187
H10390,0.0,D466,'012805','',PH,,2023-03-01,HYSTER FORKLIFT,19344.125,19344.125,'2023Order#8',2688.833375,0.139,H3.0XT,R,1,1,16655.291624999998,'5',187
H10302,0.0,A921,'804205','',ID,,2023-03-01,PT UNIVERSAL TRAKTOR,315622.75,315622.75,PO.2023.03.00005,29668.5385,0.094,RS 45-31 CH,R,1,1,285954.2115,'5',288
H10301,0.0,A406,'011005','',MY,,2023-03-01,SIME DARBY MATERIAL,22279.2,22279.2,'3030034482-1',3787.4640000000004,0.17,R1.6 406,R,1,1,18491.736,'2',239
H18787,0.0,D871,'087705','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),33759.9,33759.9,'945996/001',2835.8316000000004,0.084,GP35MX,R,1,2,30924.0684,'5',188
H18784,0.0,D871,'087505','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),33759.9,33759.9,'945995/001',2835.8316000000004,0.084,GP35MX,R,1,2,30924.0684,'5',188
H18783,0.0,D871,'087805','',AU,,2023-03-31,ADAPT-A-LIFT GROUP(NSW),33759.9,33759.9, 945994/001,2835.8316000000004,0.084,GP35MX,R,1,2,30924.0684,'5',188
H18664,0.0,A3C1,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),25945.5,25945.5,'945991/010',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18663,0.0,K160,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),31068.9,31068.9,'945991/008',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18662,0.0,K160,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),31068.9,31068.9,'945991/007',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18661,0.0,K160,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),31068.9,31068.9,'945991/006',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18660,0.0,K160,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),31068.9,31068.9,'945991/005',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18659,0.0,R007,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),232049.085,232049.085,'945991/003',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18658,0.0,D475,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),26941.460000000003,26941.460000000003,'945991/012',3448.5068800000004,0.128,H2.0XTS,R,1,2,23492.953120000002,'5',172
H18657,0.0,D466,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),36457.325000000004,36457.325000000004,'945991/011',5249.8548,0.144,H3.5XT,R,1,2,31207.470200000003,'5',187
H18656,0.0,A3C1,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),25945.5,25945.5,'945991/009',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18655,0.0,K160,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),31068.9,31068.9,'945991/004',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18654,0.0,R007,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),232049.085,232049.085,'945991/002',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18653,0.0,A3D0,'087605','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (WA),59622.456,59622.456,'945991/001',20808.237144,0.349,H7.0UT6,R,1,2,38814.218856,'5',266
H18652,0.0,A3C1,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),25945.5,25945.5,'945988/0010',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18651,0.0,K160,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),31068.9,31068.9,'945988/008',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18650,0.0,K160,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),31068.9,31068.9,'945988/007',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18649,0.0,K160,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),31068.9,31068.9,'945988/006',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18648,0.0,K160,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),31068.9,31068.9,'945988/005',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18647,0.0,R007,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),232049.085,232049.085,'946056/002',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18646,0.0,R007,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),232049.085,232049.085,'946056/001',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18645,0.0,R007,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),232049.085,232049.085,'945988/003',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18644,0.0,D475,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),26941.460000000003,26941.460000000003,'945988/012',3448.5068800000004,0.128,H2.0XTS,R,1,2,23492.953120000002,'5',172
H18643,0.0,D466,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),36457.325000000004,36457.325000000004,'945988/011',5249.8548,0.144,H3.5XT,R,1,2,31207.470200000003,'5',187
H18642,0.0,A3C1,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),25945.5,25945.5,'945988/009',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18641,0.0,K160,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),31068.9,31068.9,'945988/004',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18640,0.0,R007,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),232049.085,232049.085,'945988/002',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18639,0.0,A3D0,'087565','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (VIC),59622.456,59622.456,'945988/001',20808.237144,0.349,H7.0UT6,R,1,2,38814.218856,'5',266
H18638,0.0,A3C1,'087595','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (SA),25945.5,25945.5,'945990/006',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18637,0.0,K160,'087595','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (SA),31068.9,31068.9,'945990/004',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18636,0.0,K160,'087595','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (SA),31068.9,31068.9,'945990/003',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18635,0.0,K160,'087595','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (SA),31068.9,31068.9,'945990/002',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18634,0.0,A3C1,'087595','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (SA),25945.5,25945.5,'945990/005',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18633,0.0,K160,'087595','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (SA),31068.9,31068.9,'945990/001',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18632,0.0,A3C1,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),25945.5,25945.5,'945987/0010',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18631,0.0,K160,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),31068.9,31068.9,'945987/008',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18630,0.0,K160,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),31068.9,31068.9,'945987/007',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18629,0.0,K160,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),31068.9,31068.9,'945987/006',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18628,0.0,K160,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),31068.9,31068.9,'945987/005',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18627,0.0,R007,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),232049.085,232049.085,'945987/003',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18626,0.0,D466,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),36457.325000000004,36457.325000000004,'945987/011',5249.8548,0.144,H3.5XT,R,1,2,31207.470200000003,'5',187
H18625,0.0,A3C1,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),25945.5,25945.5,'945987/009',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18624,0.0,K160,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),31068.9,31068.9,'945987/004',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18623,0.0,R007,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),232049.085,232049.085,'945987/002',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18622,0.0,A3D0,'087575','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (QLD),59622.456,59622.456,'945987/001',20808.237144,0.349,H7.0UT6,R,1,2,38814.218856,'5',266
H18621,0.0,A3C1,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),25945.5,25945.5,'945986/011',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18620,0.0,K160,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),31068.9,31068.9,'945986/009',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18619,0.0,K160,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),31068.9,31068.9,'945986/008',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18618,0.0,K160,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),31068.9,31068.9,'945986/007',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18617,0.0,K160,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),31068.9,31068.9,'945986/006',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18616,0.0,R007,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),232049.085,232049.085,'946057/002',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18615,0.0,R007,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),232049.085,232049.085,'946057/001',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18614,0.0,R007,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),232049.085,232049.085,'945986/004',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18613,0.0,R007,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),232049.085,232049.085,'945986/003',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18612,0.0,R007,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),232049.085,232049.085,'945986/002',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18611,0.0,D466,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),36457.325000000004,36457.325000000004,'945986/012',5249.8548,0.144,H3.5XT,R,1,2,31207.470200000003,'5',187
H18610,0.0,A3C1,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),25945.5,25945.5,'945986/010',4696.135499999999,0.181,H3.5UT,R,1,2,21249.3645,'5',258
H18609,0.0,R007,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),232049.085,232049.085,'945986/001',17310.861741,0.0746,H16XD6,R,1,2,214738.223259,'5',156
H18608,0.0,K160,'087585','',AU,,2023-03-31,ADAPT-A-LIFT GROUP (NSW),31068.9,31068.9,'945986/005',950.48461790861,0.03059279916278368,J1.8XNT,R,1,2,30118.415382091393,'1',17
H18607,0.0,R007,'087565','',AU,,2023-03-30,ADAPT-A-LIFT GROUP (VIC),237988.365,237988.365,'946031/002',16611.587876999998,0.0698,H16XD6,R,1,2,221376.777123,'5',156
H18606,0.0,R007,'087565','',AU,,2023-03-30,ADAPT-A-LIFT GROUP (VIC),237988.365,237988.365,'946031/001',16611.587876999998,0.0698,H16XD6,R,1,2,221376.777123,'5',156
H18605,0.0,R007,'087565','',AU,,2023-03-30,ADAPT-A-LIFT GROUP (VIC),237988.365,237988.365,'946030/002',16611.587876999998,0.0698,H16XD6,R,1,2,221376.777123,'5',156
H18604,0.0,R007,'087565','',AU,,2023-03-30,ADAPT-A-LIFT GROUP (VIC),237988.365,237988.365,'946030/001',16611.587876999998,0.0698,H16XD6,R,1,2,221376.777123,'5',156
H18603,0.0,R007,'087565','',AU,,2023-03-30,ADAPT-A-LIFT GROUP (VIC),237988.365,237988.365,'946029/003',16611.587876999998,0.0698,H16XD6,R,1,2,221376.777123,'5',156
